hours_studied,attendance,sleep_hours,exam_score,motivation,tutoring_sessions,family_income
22,61,7,67,3,3,2
19,85,7,67,2,0,1
23,78,6,70,2,2,3
30,83,4,69,2,0,1
19,96,7,70,2,2,1
20,99,8,69,1,1,3
21,85,5,70,1,1,3
34,91,9,72,2,0,2
7,63,5,59,2,1,1
24,66,6,64,2,0,2
19,89,10,72,2,0,3
23,77,8,70,2,0,3
16,78,7,63,2,0,3
20,72,7,66,2,1,1
24,84,9,72,2,3,3
39,67,5,71,2,2,2
25,85,9,71,2,1,3
15,67,6,62,1,3,2
17,63,8,62,2,1,1
17,73,6,64,2,4,2
9,69,10,65,2,2,1
18,96,7,68,1,1,1
24,62,5,67,1,0,3
12,67,8,61,1,1,3
26,82,9,68,3,2,2
23,79,9,68,2,1,1
16,62,7,62,2,1,1
19,60,8,62,3,1,1
30,100,6,74,1,0,2
24,86,8,68,2,0,1
20,75,8,66,2,1,3
19,79,4,67,3,1,2
20,71,5,65,3,1,2
17,74,7,66,2,2,3
7,86,7,67,2,5,1
32,95,7,76,3,5,3
21,67,7,66,3,2,3
22,94,9,68,3,1,2
20,65,8,63,1,2,1
16,69,4,65,2,4,1
19,61,10,63,2,3,1
10,66,4,59,1,2,1
34,97,8,74,2,2,2
13,78,5,62,1,2,1
14,63,9,59,2,3,1
17,98,7,71,3,0,1
28,95,8,73,2,1,2
20,90,4,68,2,0,1
13,97,8,68,2,3,1
28,69,8,66,2,0,1
24,93,8,69,2,1,1
23,88,8,70,2,2,2
24,95,7,74,3,1,2
34,92,7,75,1,0,2
33,74,6,71,2,2,2
16,91,6,71,1,2,1
30,70,9,65,2,1,1
22,73,6,65,3,1,2
23,64,4,65,1,2,2
10,97,6,67,2,2,1
19,72,8,67,3,1,1
15,81,7,67,2,1,1
25,76,8,71,2,4,2
26,98,4,72,1,1,2
8,73,4,62,1,0,1
20,91,7,70,2,0,2
27,94,9,72,3,0,1
19,77,4,64,2,0,2
24,75,8,66,3,1,1
22,90,9,69,2,0,2
22,97,7,71,3,0,2
18,90,8,68,3,2,1
13,69,7,63,1,2,3
13,96,7,71,2,4,2
24,76,8,65,1,3,1
20,83,10,66,2,0,1
19,93,6,68,2,2,3
17,68,7,61,2,0,1
18,91,6,71,2,2,1
26,84,7,70,2,0,2
18,96,7,66,1,1,1
12,67,9,61,1,0,1
24,77,9,67,1,1,2
19,93,8,72,2,1,3
20,61,9,65,2,1,3
30,64,6,68,1,3,2
20,100,6,70,3,3,2
22,71,8,63,2,1,1
13,99,7,69,2,1,2
19,67,10,62,2,0,3
24,74,4,71,3,1,3
11,90,8,64,1,1,1
21,86,8,69,2,0,3
21,83,6,71,3,2,1
20,81,6,63,1,0,1
26,94,6,72,1,1,1
22,69,5,66,2,1,1
29,78,9,69,2,2,1
14,66,10,60,1,0,1
21,84,6,68,1,1,2
21,70,6,65,2,3,2
14,73,5,67,3,2,2
26,79,5,66,2,0,1
34,61,6,68,3,1,3
20,64,9,63,2,0,1
23,87,10,73,2,1,2
21,77,6,66,2,1,2
16,95,6,67,1,2,1
9,88,5,66,1,2,2
16,60,8,60,1,0,1
12,85,8,67,1,1,1
30,64,7,67,2,3,3
19,91,6,70,3,0,2
18,100,9,69,1,1,1
25,81,8,68,2,1,1
13,87,8,67,3,1,3
15,69,8,63,1,0,1
20,78,7,70,3,2,3
26,94,6,71,3,4,1
23,67,8,67,1,1,3
21,71,8,64,3,1,2
20,78,8,66,3,0,2
22,88,5,70,1,1,1
21,75,8,65,3,1,2
14,97,7,68,2,2,2
20,64,6,65,3,3,2
14,75,8,65,2,3,2
20,88,7,69,2,0,1
17,69,10,63,2,1,2
35,86,8,70,2,2,1
20,67,7,64,2,1,2
12,62,7,62,3,1,3
19,65,5,66,2,1,1
23,97,9,73,3,2,1
30,82,7,72,2,3,1
16,92,7,68,3,0,3
11,73,5,62,2,0,2
25,84,8,67,2,2,1
12,80,6,62,2,1,1
17,98,6,72,2,2,2
18,90,7,67,3,2,2
20,89,6,68,1,1,1
24,62,6,65,2,2,2
16,82,7,79,1,0,3
18,79,9,66,3,2,2
20,97,8,68,1,1,1
21,70,8,65,2,1,3
21,71,8,67,2,3,1
23,76,6,67,1,3,2
25,70,9,67,2,1,2
22,65,4,68,3,5,2
23,94,8,72,1,3,2
11,82,8,65,3,1,2
20,94,7,65,1,0,1
23,93,6,70,1,1,2
24,71,7,67,2,2,1
16,82,6,68,2,1,2
16,63,8,63,2,2,1
17,97,8,68,1,2,1
23,76,8,69,2,0,2
26,76,8,66,1,2,1
18,72,8,64,3,2,3
25,78,8,69,2,3,1
21,70,6,62,2,1,1
19,75,5,65,3,0,2
19,92,7,70,2,1,1
24,93,8,72,2,1,3
22,72,5,66,3,1,1
34,79,7,70,1,3,2
15,95,9,67,2,3,1
23,62,7,65,1,1,1
17,96,9,68,1,3,2
15,69,9,62,1,2,2
20,87,7,68,3,1,1
21,83,6,69,2,2,3
38,82,6,72,1,2,1
19,94,7,65,2,0,2
13,64,5,63,2,2,2
22,74,5,68,2,0,1
8,82,4,62,2,1,2
19,92,7,69,2,0,1
20,69,10,65,2,2,3
25,92,4,74,3,3,3
26,76,7,70,2,4,2
17,68,7,65,3,2,2
19,90,7,70,1,3,3
15,64,9,59,1,0,2
13,81,6,63,1,1,1
22,63,4,64,1,0,1
12,74,6,63,3,0,2
18,84,6,67,2,2,1
14,82,4,65,2,1,3
23,76,7,67,2,2,2
31,77,5,73,2,2,3
12,69,7,64,1,2,1
9,78,6,65,2,0,2
19,98,5,72,2,2,2
20,94,8,72,3,3,2
21,66,7,66,2,2,3
17,61,7,62,3,1,2
19,97,8,68,2,2,2
22,81,7,67,1,1,2
26,82,7,69,2,1,2
8,91,6,67,2,1,2
18,73,5,63,2,1,1
21,79,7,65,1,0,1
14,99,6,71,1,2,3
30,87,8,70,1,1,1
16,66,7,68,2,5,1
20,65,8,65,3,0,1
23,68,6,68,2,4,2
16,91,5,69,2,2,3
9,72,10,62,2,1,3
17,61,7,62,2,2,2
26,98,8,72,1,1,3
18,67,5,64,3,0,2
15,60,7,58,1,0,1
26,69,9,66,1,1,1
18,69,5,64,1,1,1
17,77,10,68,1,3,3
21,97,7,69,2,0,3
25,95,6,71,2,1,1
34,78,8,71,2,1,2
25,76,9,67,2,0,3
27,82,6,71,2,2,3
17,70,6,64,1,2,2
14,62,7,62,3,0,2
20,98,8,70,2,1,3
21,67,7,63,1,2,1
14,68,8,66,3,0,3
19,79,8,65,1,2,1
22,80,7,69,2,1,3
22,61,6,63,2,1,1
23,66,7,64,1,1,3
22,75,10,66,3,2,1
17,87,7,67,2,4,3
17,69,9,66,2,2,1
13,77,6,65,1,2,1
31,82,7,72,2,2,3
20,96,8,70,3,0,2
19,73,9,67,2,1,3
14,65,9,64,1,4,2
38,80,5,72,2,1,1
14,90,9,65,2,0,1
17,64,10,62,2,0,3
22,77,6,67,3,3,1
24,61,6,64,3,0,2
26,61,7,63,1,0,2
31,79,7,72,2,1,2
23,72,6,66,3,1,3
14,94,5,70,2,0,2
18,84,9,66,1,0,2
22,78,6,70,1,1,3
32,76,6,67,1,0,1
12,80,7,64,3,1,1
27,62,5,67,2,2,2
21,96,5,72,2,0,3
25,100,6,72,1,1,2
19,67,8,68,1,2,3
15,65,7,64,2,1,3
25,66,4,66,2,1,3
24,86,9,68,2,0,1
26,86,8,66,1,0,1
20,94,7,70,3,1,1
16,90,7,70,3,1,1
11,78,8,62,2,0,2
25,85,10,69,2,0,2
23,88,8,69,1,2,2
14,81,7,66,2,2,2
17,79,5,68,2,4,1
17,86,7,71,2,2,1
11,82,8,64,2,1,1
15,86,7,67,2,2,2
13,85,6,68,2,2,2
18,89,8,67,1,0,3
16,86,6,68,3,1,1
10,81,8,69,2,5,1
32,87,6,71,2,0,1
28,78,4,68,1,3,1
15,70,6,65,3,0,1
22,60,7,63,2,1,1
23,82,8,65,2,0,2
27,84,8,72,1,3,1
15,99,5,67,1,2,2
27,74,7,69,2,1,2
17,76,6,67,2,3,1
12,68,6,64,1,2,2
24,63,6,62,1,0,1
28,91,7,71,2,2,3
36,70,10,70,2,2,1
13,84,10,64,1,1,2
24,88,6,69,2,0,1
18,79,7,65,2,1,1
25,95,7,73,2,2,3
11,78,7,64,1,2,2
12,71,8,64,1,2,2
15,96,7,70,2,3,2
20,94,6,70,1,2,2
16,67,9,64,2,2,2
24,61,5,64,2,3,2
26,64,7,66,3,3,2
24,71,5,66,2,1,2
30,99,5,74,1,2,2
22,82,8,69,2,2,2
13,75,6,67,3,1,2
28,96,4,73,3,5,1
16,78,6,66,3,0,2
25,73,6,67,3,2,2
29,98,5,75,1,3,1
23,94,8,73,1,2,2
11,94,5,67,2,2,3
14,80,6,65,2,0,2
28,92,7,71,1,1,1
19,67,6,63,1,1,2
20,83,6,68,3,2,1
25,99,6,72,3,0,2
24,72,5,67,1,2,2
22,92,6,71,1,1,2
19,80,8,67,3,1,1
18,62,6,66,2,0,3
25,91,7,72,2,3,1
23,67,9,64,2,2,1
18,85,8,68,2,0,3
26,63,5,65,2,0,1
19,98,8,74,3,1,2
15,72,9,65,2,4,2
15,69,6,63,2,2,1
14,65,5,65,2,5,1
18,98,6,70,2,0,2
27,88,7,71,2,0,1
15,90,8,66,2,1,1
21,80,6,69,1,2,2
16,79,4,67,3,2,2
18,64,5,64,1,1,1
11,82,8,67,3,2,1
19,70,10,67,2,1,1
19,99,7,70,2,1,2
23,92,9,71,2,2,1
21,77,5,68,3,2,1
13,66,6,65,1,1,3
27,91,4,70,2,1,1
21,65,8,64,1,1,1
21,68,6,67,3,3,2
20,68,8,63,2,5,1
17,82,6,65,3,2,1
21,91,10,70,3,2,1
23,73,10,67,2,1,1
10,63,4,60,1,3,1
17,79,8,64,1,1,1
18,90,6,65,1,1,2
22,69,8,64,1,0,1
27,69,5,67,2,1,2
15,98,9,71,3,0,2
17,98,9,69,1,0,3
17,100,5,70,1,1,2
15,92,7,69,2,1,3
18,68,7,69,3,3,2
25,68,8,64,1,2,2
14,74,7,63,2,0,2
23,73,8,67,2,3,2
10,98,7,66,1,0,2
17,92,8,69,2,2,1
18,89,5,69,2,5,1
30,67,7,69,3,2,3
18,96,9,72,3,1,1
7,93,9,65,3,1,2
8,67,7,63,2,0,3
20,95,7,69,1,1,1
24,71,9,69,1,3,2
22,63,7,64,2,2,3
21,86,9,69,3,2,2
27,86,7,72,2,1,2
17,64,7,62,3,1,1
25,73,5,66,1,1,2
10,100,5,65,1,2,2
15,87,8,69,2,0,3
9,89,10,65,3,1,3
18,69,7,67,2,3,2
20,63,7,63,1,2,2
21,71,9,66,1,2,2
20,70,8,61,1,0,1
14,69,4,64,2,1,2
19,68,8,64,1,1,2
11,83,5,65,2,2,1
28,73,7,68,2,3,3
18,93,6,69,2,1,2
17,67,6,61,2,0,2
30,79,7,72,2,3,3
13,61,8,61,2,4,1
13,79,7,66,2,1,1
13,62,9,60,2,1,1
20,99,9,69,1,1,1
23,92,9,72,2,1,3
24,80,7,69,1,2,2
35,63,6,71,1,0,2
7,84,7,64,2,1,2
24,90,9,71,3,3,1
17,68,9,64,3,1,2
16,83,4,67,3,3,1
16,93,7,67,2,2,1
15,91,4,66,3,1,2
30,92,7,73,2,3,3
25,95,6,73,2,1,2
20,98,6,70,2,0,2
28,76,8,70,2,5,3
11,83,6,62,1,0,1
12,92,7,68,2,1,2
7,88,6,65,2,0,1
16,100,7,73,2,2,3
21,61,8,65,3,1,1
21,74,6,66,3,0,2
21,71,8,64,2,3,1
12,70,7,63,3,0,1
25,69,7,62,2,0,1
21,88,6,70,1,0,1
24,63,8,65,2,3,3
9,90,8,64,2,0,2
22,88,7,70,1,4,3
13,70,7,62,2,1,1
18,70,8,67,2,5,3
23,85,8,66,1,1,2
21,90,7,74,3,2,3
15,95,9,69,2,2,2
20,94,8,70,1,0,2
11,99,10,68,2,1,3
27,83,5,70,2,3,1
19,96,8,71,2,3,2
27,92,9,73,3,2,2
17,96,9,69,1,3,2
17,60,7,61,2,1,1
15,99,5,68,2,0,2
25,79,9,66,2,1,1
16,92,6,67,1,0,3
24,65,7,64,2,1,3
18,76,10,67,3,1,2
8,71,5,61,2,0,3
17,72,8,65,3,2,1
13,65,6,62,2,0,1
20,92,6,69,2,0,2
13,60,7,61,2,1,2
26,73,8,69,2,4,1
19,67,8,64,3,1,3
19,84,9,65,3,1,1
24,70,6,64,1,1,3
26,70,5,68,2,1,1
20,80,6,67,3,1,1
15,86,8,68,1,0,2
9,65,7,61,2,2,1
16,67,4,69,3,5,3
16,70,4,64,3,0,2
21,99,7,74,2,3,2
18,76,8,66,1,1,2
24,84,6,68,2,1,2
16,70,8,65,3,3,3
20,80,5,66,2,0,1
27,63,7,66,2,2,2
22,61,7,65,3,3,3
20,79,8,67,2,3,1
16,76,5,65,2,0,1
16,65,5,63,2,1,3
15,88,8,67,2,1,3
17,100,5,70,1,2,1
25,76,6,68,1,0,2
19,85,9,66,3,1,2
12,99,7,67,1,3,2
31,93,8,72,1,2,3
22,79,8,68,2,0,2
12,89,8,66,2,1,1
17,65,7,62,2,0,3
21,80,6,65,2,1,1
30,71,10,67,1,3,2
13,66,7,62,1,3,2
26,77,7,66,1,1,3
28,65,8,67,3,1,3
16,88,6,68,2,2,3
18,78,6,66,2,1,2
14,81,9,68,2,0,2
19,66,6,62,2,2,1
20,66,8,64,2,1,1
24,83,8,68,2,1,1
27,99,7,71,1,2,2
16,64,7,63,2,2,2
8,71,8,62,3,1,1
20,95,7,69,1,1,1
22,63,4,62,2,0,2
21,95,9,71,2,3,3
18,81,6,69,2,3,1
21,76,7,66,1,1,2
29,72,5,64,1,0,1
22,72,6,65,1,1,1
18,72,6,68,3,1,3
17,95,7,69,3,1,1
19,89,6,68,1,2,1
30,87,10,71,1,3,1
19,92,7,66,2,1,2
20,70,8,65,2,2,1
17,85,7,68,2,1,1
27,78,8,72,2,0,3
32,91,4,75,2,3,1
23,72,6,67,1,2,3
20,86,6,67,1,1,1
20,95,6,70,3,2,1
6,76,8,64,2,5,2
24,63,8,65,3,1,1
21,81,7,68,2,1,1
23,74,7,67,2,1,2
16,87,10,66,2,1,1
18,98,7,69,1,0,3
18,79,4,64,1,2,1
26,79,8,68,3,1,2
18,86,8,68,1,5,1
32,64,9,65,1,1,1
23,70,8,65,2,0,3
12,97,6,65,2,1,2
19,87,8,67,1,0,3
16,61,7,63,2,2,1
7,68,9,62,2,1,1
30,87,9,73,3,2,2
24,91,7,72,3,2,2
23,94,8,71,3,5,1
21,72,9,67,3,3,1
12,97,7,66,2,0,1
17,82,10,68,3,1,2
25,88,9,70,1,0,1
14,84,6,66,2,2,1
5,65,7,56,2,0,1
19,99,8,71,3,1,1
19,65,10,64,2,2,2
21,70,8,65,1,2,2
24,93,7,70,3,2,1
24,85,9,70,2,1,1
22,94,7,71,2,2,2
27,81,6,70,2,0,1
11,75,8,62,2,3,1
23,97,6,72,1,1,1
24,61,10,62,1,0,1
13,94,7,67,3,2,1
11,69,8,58,1,0,1
16,94,6,69,2,3,2
16,66,9,60,2,0,1
25,83,7,72,3,2,1
16,96,7,66,2,0,1
15,79,7,66,2,2,1
16,90,5,69,1,1,3
27,92,7,70,1,2,1
20,89,8,70,2,2,2
19,97,5,70,1,0,2
19,78,9,67,2,2,1
28,67,7,67,2,2,2
16,62,7,59,3,0,2
28,70,4,67,1,1,2
21,66,7,65,2,1,1
19,82,5,68,2,1,3
35,67,6,71,1,1,1
14,62,5,61,2,2,1
18,61,6,63,2,0,2
13,93,7,67,1,1,1
26,84,7,69,2,1,2
30,74,8,70,1,0,2
30,96,4,69,3,0,1
27,63,7,66,2,1,1
19,99,7,70,1,1,2
18,85,6,67,1,2,2
10,67,6,61,2,0,1
32,87,9,74,2,2,2
23,91,10,70,1,1,2
17,77,4,66,1,0,2
28,94,6,73,3,1,1
14,66,5,62,2,1,2
22,71,7,65,1,2,1
19,64,9,62,1,0,2
24,68,8,64,2,1,1
20,70,7,63,2,1,1
11,97,7,69,2,1,2
20,63,7,63,1,3,1
26,77,8,67,2,1,1
20,81,8,65,2,1,2
25,96,8,71,2,0,1
14,100,4,71,2,3,1
20,90,7,69,3,0,2
16,99,7,71,2,2,1
24,91,8,68,2,1,1
20,99,7,70,2,2,1
24,88,8,71,2,0,1
27,63,6,68,2,1,2
24,76,8,69,2,1,3
22,86,9,71,2,4,2
14,74,5,63,1,2,1
20,71,5,66,2,4,2
17,83,8,67,2,1,1
18,97,7,71,2,3,3
18,61,9,59,2,0,2
14,91,7,67,2,0,3
8,89,8,66,2,2,2
16,99,6,72,3,1,3
21,97,8,70,1,0,1
12,90,8,68,1,3,3
20,81,6,63,1,0,1
31,68,9,69,2,3,3
26,82,4,67,1,0,1
30,91,7,75,1,1,2
22,96,5,67,2,0,2
27,92,5,74,2,0,2
16,68,8,66,2,1,2
16,84,5,65,2,2,1
4,73,5,60,3,1,1
27,60,8,63,3,1,2
29,68,5,69,1,3,3
17,65,9,64,2,1,2
18,94,8,68,2,1,2
15,70,6,63,1,2,2
22,71,8,65,1,0,2
27,98,4,74,2,0,3
10,75,8,65,2,2,1
22,60,5,61,2,0,1
18,71,6,66,2,1,1
21,65,6,67,3,1,2
23,64,9,66,2,0,1
19,63,6,69,3,4,3
19,84,7,65,1,2,1
19,68,6,65,2,2,2
26,74,6,66,2,0,1
23,94,5,73,1,2,2
21,77,7,64,2,2,1
12,97,7,67,1,0,1
18,80,8,67,3,0,2
25,76,7,68,2,3,2
20,90,7,71,2,2,3
24,63,8,64,2,0,1
31,64,6,67,2,1,2
26,86,5,68,2,2,1
21,79,8,67,3,1,1
17,92,6,70,3,3,2
5,97,7,64,2,2,2
19,76,6,63,2,0,1
18,84,6,71,2,3,3
22,80,4,64,1,1,1
19,99,8,70,3,3,2
18,93,4,70,3,3,1
9,96,9,67,2,1,3
14,70,9,62,1,1,1
23,91,6,69,1,2,1
30,71,9,69,1,2,3
19,68,10,62,1,0,1
22,98,7,70,3,1,3
26,61,8,66,3,2,2
15,99,7,69,1,1,1
22,66,9,65,2,3,1
16,93,5,66,1,0,2
25,71,7,69,1,2,1
21,74,8,66,1,1,2
22,69,8,65,2,1,1
15,83,7,66,1,1,3
24,74,9,63,2,1,1
33,86,7,72,2,0,1
14,61,7,62,1,3,2
18,63,8,64,2,1,3
21,64,7,61,3,2,1
25,77,7,70,1,0,3
17,93,6,67,2,1,1
3,96,10,66,2,3,1
28,70,6,66,2,2,1
25,83,8,68,1,1,2
10,91,10,67,2,0,1
16,72,5,65,2,1,3
29,76,8,70,1,0,2
29,81,7,69,2,1,3
26,65,10,68,2,1,1
19,61,6,61,2,0,3
20,66,6,65,1,0,2
19,85,7,71,2,3,2
27,63,6,66,1,0,2
15,68,6,62,2,0,3
15,74,10,61,2,0,1
26,63,7,67,2,1,1
20,68,6,66,2,0,1
28,96,6,71,3,1,3
16,61,8,62,3,0,1
20,86,8,67,1,1,3
14,75,6,64,2,0,1
20,87,5,68,2,2,2
11,84,7,67,3,3,2
17,69,7,63,3,1,3
11,94,6,70,2,2,2
24,80,9,67,2,1,1
24,93,8,71,1,1,2
10,76,7,62,1,3,2
28,99,6,75,2,3,1
35,91,10,72,1,1,2
20,99,5,73,1,4,3
16,81,6,64,3,3,1
37,79,6,73,3,1,3
12,90,7,66,1,2,1
20,95,8,69,3,1,2
21,99,5,70,3,1,1
28,73,6,70,2,1,2
22,92,8,71,2,0,2
17,68,6,64,3,0,1
14,82,6,71,1,7,2
18,67,7,63,3,1,1
14,74,6,68,1,2,1
20,97,7,71,2,3,2
17,66,8,65,2,4,2
11,85,7,66,2,1,1
28,84,9,72,3,0,3
17,65,8,65,1,1,1
12,73,7,60,2,1,1
19,83,7,67,3,2,1
20,67,10,65,3,1,1
10,92,6,64,3,0,1
22,99,7,72,2,2,3
14,69,6,62,2,3,1
30,67,8,67,2,0,1
23,78,10,67,2,1,2
18,90,7,69,1,4,2
16,71,7,65,1,1,2
19,61,7,62,1,0,2
24,82,5,69,2,0,2
20,98,7,72,2,1,3
19,76,10,63,1,1,1
20,77,8,64,1,1,2
16,99,9,67,2,1,3
18,88,9,70,3,2,3
7,89,6,64,2,3,1
26,83,10,69,2,1,3
22,99,4,72,1,2,2
15,88,7,69,2,4,2
31,96,4,75,2,3,1
21,88,4,67,1,1,2
14,89,8,67,3,1,1
25,72,6,66,3,0,2
22,72,9,64,3,0,2
22,91,4,68,2,2,1
17,72,7,66,3,1,1
23,83,5,69,2,3,1
18,70,7,65,2,1,2
23,93,9,70,3,2,2
9,64,10,57,1,0,2
17,93,8,69,1,2,3
30,84,5,70,1,0,2
15,67,5,63,2,4,2
16,82,7,66,2,1,2
17,71,6,64,2,3,2
13,73,8,65,2,0,3
7,74,10,64,3,1,3
19,63,6,62,3,2,2
21,99,6,71,1,1,2
20,61,5,64,2,1,2
19,86,7,72,3,1,2
20,75,7,64,2,0,1
26,86,7,71,2,2,3
19,74,8,68,3,5,2
17,87,8,68,2,3,3
18,89,7,68,2,2,2
23,88,7,69,2,3,1
28,65,7,67,3,1,1
16,86,7,66,1,0,1
21,71,6,65,2,1,1
22,61,5,63,3,0,3
14,77,7,62,2,1,2
20,77,6,67,2,1,3
11,79,8,65,2,2,1
9,88,7,66,2,1,1
22,72,7,66,2,2,2
18,73,8,64,2,0,3
21,62,5,67,2,5,1
20,87,10,67,2,2,2
14,83,4,61,1,1,1
20,74,9,66,2,1,1
13,88,7,66,2,2,2
28,81,6,67,2,1,1
12,79,5,64,3,1,1
19,80,6,64,1,1,1
14,85,7,67,2,2,2
23,86,7,68,1,2,2
18,72,9,64,2,2,2
17,66,7,63,2,0,2
25,66,7,68,2,2,1
20,86,8,64,1,2,1
23,95,7,70,3,2,1
14,76,7,64,2,3,2
12,67,7,59,2,0,3
21,90,8,71,2,4,1
18,93,6,67,2,3,1
24,95,6,73,3,3,1
20,84,8,66,2,3,3
21,94,5,73,2,2,1
10,61,7,62,3,1,2
31,64,6,69,2,1,1
19,64,8,66,2,3,2
24,89,9,68,2,1,1
15,63,6,65,1,4,3
22,80,8,67,3,1,1
12,79,7,64,1,2,2
23,72,6,67,2,0,2
18,95,7,66,1,3,2
20,67,9,68,3,1,3
24,74,7,68,1,3,2
13,91,9,64,1,1,1
16,61,7,63,1,2,2
23,87,5,72,2,2,2
33,93,7,75,2,1,1
19,97,5,71,1,2,1
24,95,7,71,1,2,3
19,73,6,66,1,4,2
32,83,10,71,2,3,1
10,63,9,61,1,0,2
21,70,7,65,2,1,2
10,64,9,58,1,1,1
5,73,6,62,3,1,2
22,95,5,69,2,2,3
21,74,8,65,2,1,2
18,82,8,69,3,3,1
19,77,6,68,3,1,1
39,78,6,70,2,0,1
18,99,8,72,2,4,1
23,72,4,66,1,3,1
16,85,8,68,1,2,3
22,77,7,67,3,2,1
19,62,8,61,2,1,1
18,80,8,64,2,1,1
31,93,6,74,2,3,2
27,64,5,64,3,1,1
21,63,9,64,2,2,2
6,66,7,61,1,2,1
18,91,7,71,2,3,1
36,89,8,72,1,2,1
19,83,6,68,2,0,2
27,79,8,69,3,2,1
29,96,8,74,3,2,1
21,91,9,70,1,3,1
15,92,9,69,1,1,3
5,93,7,64,2,2,2
24,86,8,71,2,2,3
15,78,7,65,1,0,3
21,95,7,71,2,0,2
13,97,5,71,1,1,2
18,61,7,66,2,5,3
20,62,4,64,3,1,3
22,98,7,70,2,0,2
13,71,9,61,1,1,3
27,95,8,71,3,1,2
16,76,7,65,2,0,1
10,65,7,59,2,0,1
19,63,6,63,1,3,2
20,66,6,64,1,1,3
21,70,8,63,1,0,3
28,80,5,70,2,1,1
19,88,5,70,2,1,2
19,99,8,72,2,1,2
13,78,7,65,3,0,1
25,81,7,71,3,3,2
21,81,7,70,2,3,2
17,82,10,66,2,1,3
9,81,7,64,2,2,1
29,60,7,64,2,0,1
13,60,10,59,1,1,2
16,64,7,65,2,5,1
22,64,10,66,2,1,1
13,88,4,67,3,1,3
11,68,5,62,2,1,1
7,96,6,65,2,1,3
24,97,8,73,2,3,1
17,99,10,70,1,1,2
38,98,6,75,2,2,1
14,71,8,66,2,0,2
14,80,10,65,1,1,1
17,67,9,64,2,1,2
21,92,6,70,1,2,1
17,96,8,71,2,0,2
24,94,8,68,1,0,2
14,77,6,64,1,1,1
12,90,8,67,1,2,1
9,64,6,65,2,6,1
7,62,7,62,2,3,2
17,90,5,68,1,1,2
18,77,4,66,2,1,2
16,100,7,69,3,1,1
27,64,7,68,3,3,3
27,94,5,71,2,0,2
18,79,8,68,2,3,1
9,93,7,64,2,0,1
17,93,8,66,1,0,1
16,97,8,70,3,0,3
16,72,9,60,2,1,2
16,98,8,69,1,0,1
16,66,7,65,1,1,2
18,63,7,66,2,1,2
16,77,10,64,2,1,2
21,93,8,71,2,0,3
22,79,7,66,2,0,2
15,93,7,66,1,0,1
28,89,6,68,2,1,1
14,68,5,63,3,1,3
10,98,10,66,1,1,1
22,62,8,61,1,0,2
15,96,5,70,3,4,1
22,72,7,68,1,5,3
6,80,9,65,1,5,1
28,77,6,69,3,0,1
24,67,6,67,1,0,2
11,74,8,62,1,0,2
11,68,8,61,1,2,1
30,68,6,70,3,1,2
16,67,6,65,2,0,3
15,80,8,65,2,1,1
6,92,5,66,2,1,1
18,83,6,66,1,1,2
19,96,7,69,3,1,1
24,85,8,70,2,1,1
12,88,6,63,1,1,2
11,87,8,64,3,1,2
23,78,9,65,3,1,1
26,88,6,71,2,1,1
11,63,10,61,3,0,2
26,94,9,69,1,2,3
20,91,7,69,2,1,2
27,70,7,66,1,1,1
20,91,6,72,2,3,3
5,61,9,60,3,1,2
19,69,7,62,2,0,1
26,63,5,66,2,3,2
15,91,4,69,1,1,3
18,90,7,69,2,2,2
19,93,7,71,1,3,2
3,60,6,57,1,1,1
30,80,5,72,2,0,1
15,88,4,66,2,1,2
23,66,6,66,2,1,2
19,86,6,70,2,3,2
28,63,8,67,2,2,1
22,67,7,65,2,1,2
19,79,9,63,1,1,1
15,86,8,68,2,3,1
25,66,8,63,2,0,2
9,67,8,63,2,3,2
24,68,5,68,3,1,3
13,70,6,60,2,2,1
28,69,10,67,3,0,2
21,76,4,65,3,0,1
24,86,7,68,2,0,1
20,78,8,62,2,0,2
9,91,4,65,1,2,2
15,89,6,66,3,1,1
24,65,10,67,1,3,2
21,62,7,60,1,1,3
27,95,6,74,3,2,2
22,63,7,62,2,1,3
14,66,6,61,1,0,3
15,61,10,63,3,0,2
21,85,6,66,2,2,1
6,83,6,65,2,1,1
30,99,5,72,2,0,2
23,95,7,70,2,1,1
27,76,7,71,2,1,2
11,75,9,64,2,1,3
27,72,5,70,1,1,3
33,66,8,68,2,2,2
12,66,7,61,2,1,2
25,65,4,68,3,1,3
20,65,6,64,2,1,1
11,70,6,64,1,2,2
23,72,10,71,2,2,2
25,98,8,72,2,0,2
16,83,7,66,2,0,3
27,100,4,74,1,4,1
10,75,4,65,2,3,2
11,78,8,64,1,1,1
21,73,8,69,2,1,2
20,67,6,62,1,1,1
16,66,7,62,3,2,2
25,98,7,72,2,2,1
23,99,7,73,3,1,2
25,62,6,64,3,1,2
19,66,8,65,2,2,2
24,77,9,70,2,1,1
17,67,6,66,3,1,3
32,75,5,70,1,1,3
15,65,6,63,1,2,2
33,78,7,69,2,1,1
20,71,8,64,1,0,2
12,74,8,63,2,2,2
28,64,8,66,1,2,2
21,77,8,68,1,2,3
25,99,7,97,2,0,3
27,73,9,67,2,2,2
22,95,7,71,2,0,2
16,94,8,66,1,2,1
26,98,7,72,2,2,1
20,92,7,70,1,2,1
24,86,7,69,2,1,1
7,94,9,66,3,2,2
23,63,7,69,1,2,2
16,79,6,65,1,2,2
30,100,6,75,2,0,1
24,91,8,70,2,2,1
21,98,6,70,1,1,2
